But in such close-quarters fighting , they would lose much of the technological advantage of their air supremacy , which would have to be curtailed because bombing in a city can cause large civilian casualties .	bombing	Conflict:Attack
War in Iraq The US is currently engaged in major fighting in Fallujah , Iraq .	War	Conflict:Attack
after the journalists shout , another gunshot .	gunshot	Conflict:Attack
Australia will keep open its embassy in Saudi Arabia despite decisions by the United States , Britain and Germany to close their diplomatic outposts in the country amid growing terror fears .	open	Business:End-Org
The British found resistance softer than expected , picked up reports that the local Baath Party leadership was crumbling and fought into the core , losing at least three soldiers .	crumbling	Business:End-Org
Now US Airways has reduced flights out of Pittsburgh by 28 % since January of 2004 and is in real danger of folding completely .	folding	Business:End-Org
A group of 18 reformist MDP lawmakers , mostly Roh 's confidants , demanded late Wednesday that the party be `` constructively dissolved '' to create a new grouping , MDP officials said .	dissolved	Business:End-Org
He said , quote , `` The dagger is clearly pointed at the heart of the regime now , and it will remain pointed at it , '' he said , `` until the regime is gone . ''	gone	Business:End-Org
that is , until silver cross went out of business last year .	out	Business:End-Org
Both the AMA and the Bush administration released reports this week saying out of control trial lawyers are driving doctors out of their practices all across the country .	driving	Business:End-Org
he was a segrationist who once closed a restaurant he owned rather han serve african-americans .	closed	Business:End-Org
the board is who decides that and board is so often chock full of the ceos golfing buddies , they serve on each other 's boards and problem here is gap between what the average worker makes and ceo is making is increasing and everyone agrees that is not a good thing for this country , plus the fact , when the guys get the big packageses , so often you see the companies going down the zblubs thank you for updating us .	going down	Business:End-Org
Ellison is brilliant enough to make this merger work , but he 's crazy enough to wreck even the soundest of deals .	merger	Business:Merge-Org
Now , I know there have been succesful companies that dealt with crooks -LRB- Warner Communications , which started as a merger between business in the three most mob-influenced industries around , comes to mind -RRB- , but it 's a gamble and not a business strategy .	merger	Business:Merge-Org
And I wo n't dwell on the irony of an Oracle employee being driven out of Oracle , starting his own company , and forcing Ellison to spend $ 10.3 billion to get his company -- but not him -- back -LRB- though it does rather delightfully remind me of Coca-Cola basically giving away the bottling franchise and then spending billions to buy it back -RRB- .	get	Business:Merge-Org
I believe any neutral management consultant worth his or her salt would recommend a merger of the two organizations .	merger	Business:Merge-Org
The uh ~ CEO we had before we merged with Nations Bank -- he uh -- he about ran as into the ground with some hedge funds that he had gone into .	merged	Business:Merge-Org
he believed in the merger like most other people did .	merger	Business:Merge-Org
And with the constant merging with other banks ,	merging	Business:Merge-Org
There was talk of a -LRB- re -RRB- merger but the regulations governing non-profits prevented that .	re -RRB- merger	Business:Merge-Org
And then , and then when we finish merging , they give the guy something like a twenty-five million dollar package , and if he dies , his family still gets all the money .	merging	Business:Merge-Org
sam waksal has been sentenced to more that seven years in prison , ordered to pay $ 4 million in fines and back taxes in connection with the insider trading scandal .	fines	Justice:Fine
he 's also being fined $ 3 million and was ordered to pay $ 1.2 million in restitution to the new york state tax commission .	pay	Justice:Fine
It brought stability to California and obstetricians in California will pay 55 , 57 , $ 60,000 in Los Angeles and in South Florida in Miami , they 'll pay $ 210,000 ... -LRB- CROSSTALK -RRB-	pay	Justice:Fine
seven years in prison , actually more than seven years in prison , $ 4 million in fines and back taxes , a story we 've been following here on cnn throughout the morning .	fines	Justice:Fine
waksal could be fined $ 3.5 million , facing a maximum of 75 years in prison , expected , though , to receive about six to seven years .	fined	Justice:Fine
if convicted on all counts , stewart faces up to 30 years in prison and $ 2 million in fines .	fines	Justice:Fine
Waksal was also ordered to pay more than 4 million dollars in fines and back taxes .	fines	Justice:Fine
the jury has handed down a $ 30 million , a grand rapids jury saying taco bell has to pay the true creators of the chihuahua mass cot .	pay	Justice:Fine
President Bush today renewed his call for a $ 250,000 cap on pain and suffering damages from the victims of medical malpractice .	damages	Justice:Fine
56-year-old forry drake has been charged with interstate transport of a minor .	charged	Justice:Charge-Indict
2 `` FTA `` s -LRB- failure to appear -RRB- , one in FL and one in AZ , plus whatever the original charges were in both cases .	charges	Justice:Charge-Indict
the official resident of that condo , the man now charged with her murder , michael serious .	charged	Justice:Charge-Indict
law stepped down in december amid charges of widespread child sexual abuse in the church .	charges of widespread child sexual abuse in	Justice:Charge-Indict
the charges include conspiracy to obstruct justice and perjury connected to an insider trading scandal .	charges	Justice:Charge-Indict
reporter : stewart is vowing to clear her name of the charges .	charges	Justice:Charge-Indict
just one day after a former fbi counterintelligence agent was indicted on charges of gross negligence , his mistress of two decades , katrina leung , was herself indicted on more serious charges of copying and possessing documents relating to the national security of the united states .	indicted	Justice:Charge-Indict
Az troubles again in 2004 , she serves 6 months , then the day before she is to be released to do 5 yrs probation her in az , fla shows up and takes her to fla faceing her original 1999 charges which are still open -LRB- she failed miserably at probation -RRB- I think they want to give her 3 years .	charges	Justice:Charge-Indict
She is being held on 50,000 dollars bail on a charge of first-degree reckless homicide and hiding a corpse in the death of the infant born in January .	charge	Justice:Charge-Indict
as bob pointed out , the next battle ground is a bill to block lawsuits by victims of gun violence or families against gunmakers and dealers .	lawsuits	Justice:Sue
So the lawyers sued Gateway , and the settlement approved by the judge consisted of megabucks for the lawyers and coupons to owners of Gateway 486 computers .	sued	Justice:Sue
'' ... are suing to overthrow the results of the governor 's election is Washington State because there were some `` errors '' in the process .	suing	Justice:Sue
i feel that there is a valuable public service that comes from class actions suits which is to keep companies on the straight and narrow so that they avoid such actions ... but from a monetary perspective the only real winners from class actions are the lawyers .	actions	Justice:Sue
SECRETIVE WORLD BANK TRIBUNAL BANS PUBLIC AND MEDIA PARTICIPATION IN BECHTEL LAWSUIT OVER ACCESS TO WATER :	LAWSUIT	Justice:Sue
Anne-Marie sued Crichton for divorce in September after their marriage broke down .	sued	Justice:Sue
It lists multiple claims against one physician when actually it 's really one claim , different insurers pay on the same physician and it 's counted as one claim .	claim	Justice:Sue
But if we are going to talk about realism , here is another realistic concern : I predict that , if , in fact , the rumors about the agenda for the Florida meeting prove true , and Marinello resigns as President and is hired as move coordinator , the immediate result of this is that Sam Sloan will file another lawsuit -LRB- or amend his current complaint -RRB- charging the USCF EB members with self-dealing , violation of the USCF 's own bylaws , and every other thing , report us to the IRS , and demand that all USCF moneys which might be used to paid Marinello be frozen .	lawsuit	Justice:Sue
They are not being sued .	sued	Justice:Sue
after the first of several trials ended with convictions and harsh sentences , most of the other defendants pleaded guilty to avoid hard time .	convictions	Justice:Convict
Anwar will be taken to the appeal court early Friday for a bail application pending his appeal to the country 's highest Federal Court againt his sodomy conviction , counsel Sankara Nair said .	conviction	Justice:Convict
The seven include former state radio director Tran Mai Hanh and former vice national chief prosecutor Pham Sy Chien , both convicted of receiving bribes , the court official said on condition of anonymity .	convicted	Justice:Convict
Jordanian authorities on Monday said Jordan 's first female lawmaker was ineligible to run in June 17 parliamentary elections following her conviction last year over publishing information that harmed the government 's reputation .	conviction	Justice:Convict
In December 2001 , a Manhattan jury convicted Sotheby 's main shareholder and former chairman Alfred Taubman of entering into a price-fixing agreement with Christie 's .	convicted	Justice:Convict
In last year 's trial , the paper was convicted of defaming the government for publishing that trains running to and from southern Sudan were used to transport abducted women and children .	convicted	Justice:Convict
Today the 1st Court of Appeals overturned the convictions and ordered a new trial .	convictions	Justice:Convict
After killing her , he dumped her body down the same ditch where he dumped the 17-year-old girl he had previously been convicted of murdering .	convicted	Justice:Convict
The former deputy premier , sacked by Prime Minister Mahathir Mohamad in 1998 , was sentenced to a total 15 years in jail after being convicted of corruption and sodomy .	convicted	Justice:Convict
You can go back to prison for violating the conditions of your parole , for a period of time up until your sentence runs out .	parole	Justice:Release-Parole
Parole is not a right and its granting is discretionary .	Parole	Justice:Release-Parole
serious was serving a 30-year sentence for the self-confessed 1992 killing of his wife in clinton , maryland , but after a relentless campaign that included a letter from his psychiatrist saying serious was unlikely to commit such violence again , the judge in this case , got him released .	sentence	Justice:Release-Parole
-LRB- Instead , there are ways of getting your parole eligibility date moved up for good behavior , or of creating strong presumptions in favor of parole release . -RRB-	parole	Justice:Release-Parole
serious was serving a 30-year sentence for the self-confessed 1992 killing of his wife in clinton , maryland , but after a relentless campaign that included a letter from his psychiatrist saying serious was unlikely to commit such violence again , the judge in this case , got him released .	released	Justice:Release-Parole
Indeed , New York 's statute says , `` Discretionary release on parole shall not be granted merely as a reward for good conduct or efficient performance of duties while confined but after considering if there is a reasonable probability that , if such inmate is released , he will live and remain at liberty without violating the law , and that his release is not incompatible with the welfare of society and will not so deprecate the seriousness of his crime as to undermine respect for law . ''	parole	Justice:Release-Parole
So you 're basically free , with the expectation that you will not leave the state -LRB- assuming you 've been jailed by the state gov ` t -RRB- and you have to check in with your parole officer on a regular basis -LRB- I think they give you a schedule -RRB- .	parole	Justice:Release-Parole
On his release , he was charged with incitement of public discord for publishing the letters .	release	Justice:Release-Parole
The lawyer for a Russian military journalist convicted of treason filed an appeal Wednesday in an effort to overturn the guilty verdict against his client , who was released on parole earlier this year , news agencies reported .	released	Justice:Release-Parole
During their first war summit on March 27 at Camp David , Blair and Bush became divided over what a role the United Nations will play in postwar Iraq , when Bush gave no positive reaction to Blair 's suggestion of a strong UN role .	summit	Contact:Meet
president bush is going to be meeting with several arab leaders .	meeting	Contact:Meet
And all the meetings he 's missing , and just , you know , I think it 's more of a status quo for him .	meetings	Contact:Meet
A U.S. official said the North Koreans implied during the talks that they have nuclear weapons and that they may conduct a test .	talks	Contact:Meet
I think , the people , uh , the people that are in charge , the - eh , the people that run the governments there -- do need to sit down an - and - and be in touch with each other and if they need a mediator or something like that , that -	sit down	Contact:Meet
The officials said no new date had been set ; Israel Radio said the meeting would take place Thursday .	meeting	Contact:Meet
Meanwhile Blair arrived in Washington late Wednesday for two days of talks with Bush at the Camp David presidential retreat .	talks	Contact:Meet
they all reunited with their families .	reunited	Contact:Meet
the little town i was in this southern iraq , as far as i got , i ca n't boast of further , is where the talks took place .	talks	Contact:Meet
Earlier this week , security police detained the Monitor 's managing editor , Nhial Bol , for 24 hours .	detained	Justice:Arrest-Jail
across town in a less affluent neighborhood , reactions to aziz 's arrest are profoundly different .	arrest	Justice:Arrest-Jail
Let me tell you , when you arrest somebody , you describe who you 're arresting .	arrest	Justice:Arrest-Jail
a convicted murderer is released from prison before serving his full sentence and then a nightmare becomes reality .	serving	Justice:Arrest-Jail
No , it was a joint effort by Pakistan .	it	Justice:Arrest-Jail
thomas , owner a local gun and motorcycle shop , said he felt gutted when he saw the news reports of o'conner 's vest on murder charges .	vest	Justice:Arrest-Jail
Most homosexuals arrested during the Nazi era were imprisoned in normal jails .	arrested	Justice:Arrest-Jail
We 've been playing warnings to people to stay in their houses , and we 've only lifted those people we 've got very good intelligence on .	lifted	Justice:Arrest-Jail
first , though with some believe is a case in point from tampa , florida , samuel arianna a former college professor in florida who was arrested in february and charged of being a north america head of a palestinian group islamic jihad .	arrested	Justice:Arrest-Jail
state proceedings could bring the death penalty if nichols is convicted .	death penalty	Justice:Execute
These are the reasons that none of these mothereffers should ever see the light of day ... they need to be all lined up and shot .	shot	Justice:Execute
Hamid Fatil -LRB- ph -RRB- may look like he 's acting , but he was tortured here , along with his two brothers , who were executed .	executed	Justice:Execute
we have eyewitnesses to his orders of execution of hundreds of people in 1991 during the shiite muslim uprising .	execution	Justice:Execute
Use of the death penalty is rare in Indonesia , where the last execution was carried out in May 2001 of two men convicted of a murder in 1989 .	execution	Justice:Execute
McVeigh was executed in 2001 , and Nichols is serving a life sentence .	executed	Justice:Execute
He was hanged there , hanged .	hanged	Justice:Execute
Saddam Hussein controlled Iraq through fear , torture and execution .	execution	Justice:Execute
he 'd be the 11th killer put to death in texas this year .	put to death	Justice:Execute
The lawyer for a Russian military journalist convicted of treason filed an appeal Wednesday in an effort to overturn the guilty verdict against his client , who was released on parole earlier this year , news agencies reported .	appeal	Justice:Appeal
Feminists have a reason to celebrate today as an appeals court just threw out the convictions of their martyr , Andrea Yates , by ruling that one of the prosecutor 's expert witnesses gave false testimony at her trial .	appeals	Justice:Appeal
Indonesia will delay the execution of six convicts including an Indian on death row after five of them appealed to the Supreme Court for a second review , prosecutors said Thursday .	appealed	Justice:Appeal
The lawyer said the court 's military board had refused to launch proceedings on the appeal .	appeal	Justice:Appeal
Ngor said the paper would pay the fine but it would also appeal the verdict .	appeal	Justice:Appeal
Grigory Pasko 's lawyer Genri Reznik filed the appeal with Russian Supreme Court , the Interfax and ITAR-Tass news agencies reported .	appeal	Justice:Appeal
Anwar will be taken to the appeal court early Friday for a bail application pending his appeal to the country 's highest Federal Court againt his sodomy conviction , counsel Sankara Nair said .	appeal	Justice:Appeal
He was sentenced to face a firing squad , and his lawyer has said he also plans to appeal .	appeal	Justice:Appeal
Chiluba 's lawyer , Chifumu Banda , told the court he had advised Chiluba not to appear in court Friday , following an agreement with the prosecution that the case be postponed for a month while the appeal is considered .	appeal	Justice:Appeal
Mahathir 's sacking of the charismatic and popular Anwar in September 1998 rocked Malaysian politics , with thousands of people taking to the streets to demonstrate their support for him .	demonstrate	Conflict:Demonstrate
The protesters held banners written in English and Arabic saying the `` Hawza , '' or the Shiite religious seminary in Najaf , represents them .	held	Conflict:Demonstrate
Barghouti was one of the major leaders of the First Intifada in 1987 , leading Palestinians in a mass uprising against Israeli occupation of the West Bank .	uprising	Conflict:Demonstrate
In the meantime further north in California , San Francisco is the setting today for a rally aimed at boosting the moral of the American troops in the Persian Gulf region .	rally	Conflict:Demonstrate
The protest follows a string of others involving tens of thousands of peace activists across Japan since January .	others	Conflict:Demonstrate
In the Egyptian capital , 10 demonstrators and at least four policeman were injured in clashes after several thousand demonstrators took to the streets near the US and British embassies .	took	Conflict:Demonstrate
6:21 eastern time , 2:21 p.m. in iraq , iraqi protesters demonstrate outside a baghdad mosque , opposing what they call the u.s. occupation , and saying any new iraqi government must represent the people .	demonstrate	Conflict:Demonstrate
Protesters also gathered in their thousands in Halifax , Calgary , Edmonton and Vancouver .	gathered	Conflict:Demonstrate
More than 1,000 people also gathered at Cairo 's Al-Azhar Islamic University , where they burned an American flag and demanded the expulsion of the ambassadors of the United States , Britain , Spain and Israel .	gathered	Conflict:Demonstrate
we read all of your e-mail .	e-mail	Contact:Phone-Write
couriers delivered the letters to locations including africa , asia and the middle east .	delivered	Contact:Phone-Write
There will be more letters on the way .	letters	Contact:Phone-Write
For these kids to takes time to read letters to us and stuff like that in their class , what more can you ask ?	letters	Contact:Phone-Write
Can you tell us what she said to you on the telephone ?	telephone	Contact:Phone-Write
I 've talked to people from Pennsylvania , yes .	talked	Contact:Phone-Write
And they got the letters pretty quickly over there .	letters	Contact:Phone-Write
`` The two leaders discussed the upcoming G-8 meeting , US-Canada -LRB- relations -RRB- and other international issues of concern , '' Bush spokesman Ari Fleischer said days before the June 1-3 summit , to be held in France .	discussed	Contact:Phone-Write
You might want to mention that in your letter as well .	letter	Contact:Phone-Write
The Daily Planet Ltd , about to become the first brothel to list on the Australian Stock Exchange , plans to follow up its May Day launching by opening a `` sex Disneyland '' here , the Melbourne-based bordello announced Wednesday .	opening	Business:Start-Org
hamas was founded in 1988 by a blind paraplegic cleric who was influenced by the islamic muslim brotherhood , with backing from israel , he set up sharities in the improverished strip in the 1970s .	founded	Business:Start-Org
The spate of bombings underscored how difficult it will be to carry out the U.S.-backed `` road map '' plan , a three-stage prescription for ending violence immediately and setting up a Palestinian state by 2005 .	setting up	Business:Start-Org
A meeting to organize an interim government could be held in Iraq within a week , a senior Pentagon official said Thursday night .	organize	Business:Start-Org
I would think , probably , various facilities as well as major government buildings that they need to control to set up a new government .	set up	Business:Start-Org
at their nearby store , they prepare to open for their first day of business since the war .	open	Business:Start-Org
A ground-breaking British budget cinema chain launched by the founder of low-cost airline easyJet announced Friday that it had finally acquired some films to show -- just a fortnight before it first opens .	launched	Business:Start-Org
hamas was founded in 1988 by a blind paraplegic cleric who was influenced by the islamic muslim brotherhood , with backing from israel , he set up sharities in the improverished strip in the 1970s .	set up	Business:Start-Org
Gen. Richard Myers , chairman of the Joint Chiefs of Staff , suggested isolating members of the old regime in the capital _ cut off from the rest of the country _ while an `` interim administration '' is put in place to begin work on a postwar government .	begin work	Business:Start-Org
How closely did you follow the trial and what do you think of all of the media coverage of the trial ?	trial	Justice:Trial-Hearing
after the first of several trials ended with convictions and harsh sentences , most of the other defendants pleaded guilty to avoid hard time .	trials	Justice:Trial-Hearing
How closely did you follow the trial and what do you think of all of the media coverage of the trial ?	trial	Justice:Trial-Hearing
Um -LRB- -LRB- -RRB- -RRB- it 's almost like , uh -- -LRB- -LRB- -RRB- -RRB- diversion but it just seems like they just make it into like , like a soap opera for people to watch , you know ?	it	Justice:Trial-Hearing
Feminists have a reason to celebrate today as an appeals court just threw out the convictions of their martyr , Andrea Yates , by ruling that one of the prosecutor 's expert witnesses gave false testimony at her trial .	trial	Justice:Trial-Hearing
So , it 's , you know , and the trial , the , um , what is it called , the verdict , was actually read by audio over the ~ TV .	trial	Justice:Trial-Hearing
How closely did you follow the trial and what do you think of all of the media coverage of the trial ?	trial	Justice:Trial-Hearing
Slobodan Milosevic 's wife will go on trial next week on charges of mismanaging state property during the former president 's rule , a court said Thursday .	trial	Justice:Trial-Hearing
Naxakis and two of Ocalan 's Kurdish associates are being tried on criminal charges of endangering national security .	tried	Justice:Trial-Hearing
